2021-04-15,"4월 15일 개발일지
프론트 개발하는 환경을 잡기까지 시간이 많이 걸렸다. 전공 공부를 하면서 항상 느끼는게 환경설정 매우 중요..ㅠㅠ처음 접해보는 디장고 환경이 새로웠다..백과 연결해야 하는 프론트를 해야하니 힘들었다. 최근 과제 폭탄으로 시간에 쫓기는 것도 한몫했다. 오늘은 진짜 캡스톤만 한듯..ㅋㅋ 시험기간 현타온다. 팀발표만 잘되었으면 하는 바램이다~끝~"
2021-04-14,"4월 14일 개발일지

오늘의 소감

Api 없이 인스타그램에서 아이디와 비밀번호를 입력하면 내가 올린 게시물을 종류별로 정리해서 csv 파일로 저장하는 코드를 완성했다. 사실 이것도 많이 늦은거라 팀원들에게 미안하다..ㅠㅠ 이번주는 개인 개발 뿐만이 아니라 발표까지 해야하기때문에 더더욱 바쁘다..그래도 힘내서 좋은 결과물이 나올수 있게 노력해야겠다!"
2021-04-13,"4월 13일 개발일지

오늘의 소감

db에 있는 값을 계산하여 통계를 내보았는데 우선 matplotlib으로 계산을 하는건 만들어보았다 다만 이미지로 저장해서 웹페이지에 로드를 하는 방법이라 동적으로 나타나게 하려면 chart.js 를 사용해서 구현을 해야할것 같기도 하다! 두가지 방법을 시도해봐야겠다 생각한만큼 구현해낼수 있으면 좋은데 아쉽다??... 열심히 해야지.."
2021-04-13,"??4월 13일 개발일지??
# 오늘의 프로젝트 진행

1. 데모 PPT 임무분담
2. 보고서 합본

# 오늘의 소감
학습을 드디어 시켜봤다. 코랩 환경에서 학습을 시켰는데 개인적으로 나는 코랩을 좋아하지않는다. 예전에 여기서 4시간 넘게 학습 시킨 게 날라간 후로는.. 개발환경이 불안정하다고 느꼈고, 그 후로는 발도 들이지않았다.
고사양 노트북이 없어서 이번만 해야겠다.
다행히도 아직은 데이터가 많지 않아서 그런지 학습도 굉장히 빨리되었고 전의 오류는 발생하지 않았다. 다만 학습데이터가 적은만큼 정확도도 아주 형평없었다??
52%라니.. 저 정도면 그냥 찍는 수준아닌가??
이번에는 학습을 했다는데 의미를 둬야겠다??"
2021-04-08,"4월 8일 개발일지

오늘은 가상환경에 디장고를 설치해보았다.가상환경이 문제인지 디장고 설치에서 문제인지 프롬프트에서 디장고를 설치하는 과정에서 에러가 났다. 내일은 원인을 찾고 해결해보아야겠다. 캡스톤 준비는 이미 꾸준히 해오고 있지만 아직 이렇다 하는 결과물과 방향성이 나오지 않은 거 같아 답답하다. 빨리 노트북 문제가 해결되서 모델이 나왔으면 좋겠다. 중간 발표는 잘 할 수 있을지 걱정이 크다..ㅠㅠ"
2021-04-07,"4월 7일 개발일지

#오늘의 프로젝트 진행

1. api없이 인스타그램 크롤링 코드 수정

#오늘의 소감

저번에 가져온 api 없이 인스타그램의 게시물,태그,좋아요 등을 크롤링해오는 깃 프로젝트는 코드 자체가 오래된것이라 우리 프로젝트에는 쓸 수가 없었다. 그래서 다른 코드를 찾아보던 도중 비교전 최근인 1년 전에 나온 또다른 인스타 크롤링 코드를 발견하여 우리 프로그램에 쓸 수 있도록 수정하는 중이다. 부디 이번에는 제대로 작동되기를 바라면서 눈이 빠지게 크드를 수정해야겠다."
2021-04-06,"4월 7일 개발일지

#오늘의 프로젝트 진행

1. api없이 인스타그램 크롤링 코드 수정

#오늘의 소감

저번에 가져온 api 없이 인스타그램의 게시물,태그,좋아요 등을 크롤링해오는 깃 프로젝트는 코드 자체가 오래된것이라 우리 프로젝트에는 쓸 수가 없었다. 그래서 다른 코드를 찾아보던 도중 비교전 최근인 1년 전에 나온 또다른 인스타 크롤링 코드를 발견하여 우리 프로그램에 쓸 수 있도록 수정하는 중이다. 부디 이번에는 제대로 작동되기를 바라면서 눈이 빠지게 크드를 수정해야겠다."
2021-04-05,"4월 6일 개발일지??

오늘의 소감

캘린더에 DB 데이터를 띄우는거에 엄청 많은 시간을 쓰고 있다ㅜㅜ 생각보다 시간이 오래 걸려 내 자신이 너무 답답했다... 팀원이 만들어준 HTML 코드에 내 django 코드를 연결하려니 너무 제약이 많았다. 그래서 django내에서 달력을 개발하는걸로 경로를 틀었다.. 관련 튜토리얼이 있어서 이 코드를 보면서 수정할 부분은 수정하면 될 것 같다! 제발 구현에 성공하고 싶다.. 다른 것도 할게 많기 때문이다.."
2021-04-04,"??3월 31일 개발일지??

날씨 맑음 ??

# 오늘의 프로젝트 진행

1. view 코드 에러잡기
2. 인공지능 코드 수정
3. 프론트엔드 개발환경 설정

# 오늘의 소감

배치사이브를 어떻게 적용할지를 몰라서 32로 적용하였는데,
검색을 좀 해보니 구글갓에서 벌써 실험을 다 해놓으셨다.
문장길이가 320이상으로 들어갈 일은 거의 없으므로
256으로는 배치사이즈로 16이 적절하다고 한다.?
코드를 좀 수정해야겠다~~
요즘 날씨가 점점 쌀쌀해진다! 조원 중에 감기에 걸린 사람도 있고, 시험기간도 몇일 안남았으니 건강 유의해서 다들
잘 준비했으면 좋겠다. ??"
2021-04-02,"04월 02일 개발일지
금요일은 개인발표를 하는 날이였다. 저번에 교수님께서 벌트 모델에 대해서 설명하라고 하셔서 잔뜩 긴장을 하고 준비를 했는데 왠걸? 나에게 왜 자기 파트가 아닌 부분을 소개하느냐라고 질문을 하셨다. 어떡하라는 거죠 교수늼?^0^후..아무튼 잘 넘어 가서 발표를 다 했다. 일주일 동안 발표때문에 스트레스 받았는데 순조롭게 끝나서 다행이다. 중간고사가 얼마남지 않았는데 다 같이 열심히해서 데모 완성하고 싶다~~ 캡스톤 순조롭게 끝내기를 하늘에 빈다...^-^"
2021-04-02,"4월 1일 개발일지

#오늘의 프로젝트 진행

1. api없이 인스타그램 크롤링하기

#오늘의 소감

인스타그램의 게시물들을 크롤링해오려면 해당 계정에 엑세스 토큰을 받아와야 크롤링이 가능하다고 해서 다른 방법을 찾던중에 api 없이 인스타그램을 크롤링해오는 프로젝트를 발견했다. 해당 프로젝트의 코드를 받아와서 우리의 프로젝트에 적용시켜보는 중인데, 기반 지식이 부족해서 그런지 이해가 안되는부분이 곳곳에 보인다..
그래도 이 코드가 성공적으로 작동되면 프로젝트에 도움이 될것이다. 더 열심히 해봐야지!!"
2021-04-01,"??3월 31일 개발일지??

html 연결해서 views 파일 확인하기

??오늘의 소감

팀원이 만든 html을 깃으로 받아와서 장고에 연결하고 내가 짠 코드가 동작하는지 확인해보았다. html 이미지가 안 떠서 이미지 경로는 수정했는데 코드가 동작하지 않아서 당황스러웠다.. 내일 오류가 난 부분을 다시 확인해봐야겠다!ㅜㅜ 빨리 해결하고 깃에 코드 올려야지 열심히 하고 있는데 생각대로 되지 않는 것 같아서 슬프다.."
2021-03-30,"??3월 31일 개발일지??
# 오늘의 프로젝트 진행
날씨 맑음 ??

1. 멜론 음악 크롤링
2. 달력 수정
3. BERT 공부

# 오늘의 소감
BERT 공부를 하는데 개념은 이해가 조금씩 되는데 코드가 어려웠다. 다행인건 수요일에는 개념위주로 설명해주면 되서 시간이 좀 있다는 것?.. 데모 버전이 완성 되기 전까지는 레이어 층을 몇개 쌓고 왜 그렇게 해야하는지까지 이해하는 게 목표이다! 요새 많이 바쁜데 바쁘다는 것은 내가 잘 성장 하고 있는 증거라고 믿는다. 내 지식의 그릇도 빨리 커졌으면 좋겠다~

#캡스톤디자인 #AI #인공지능 #개발일지 #s.saw"
